Y
93.24
95.35
98.84
99.92
99.80
99.47
100.39
100.40
100.81
103.92
105.06
106.88
107.34
108.74
109.36
107.52
107.34
109.44
110.02
111.98
113.54
112.89
110.69
113.62
114.35
118.77
121.19
118.40
121.33
122.67
123.64
124.07
124.49
120.19
120.38
117.50
118.75
120.50
125.09
123.66
121.55
123.90
123.00
122.34
119.65
121.89
120.56
122.04
121.26
127.17
132.75
132.30
130.33
132.35
132.39
134.07
137.73
138.10
138.91
138.12
140.00
143.75
143.70
134.89
137.26
146.00
143.85
141.43
131.76
135.00
136.49
131.85
135.25
135.03
134.01
126.39
125.00
127.79
124.03
119.90
117.05
122.06
122.22
127.57
132.51
131.07
135.30
132.25
126.82
134.08
136.25
138.48
144.16
136.76
135.01
131.77
136.71
135.49
136.85
137.20
138.81
138.41
140.92
140.77
140.31
144.15
148.28
153.18
152.77
154.50
153.47
156.34
158.45
157.92
156.24
161.45
167.91
167.86
166.79
162.23
167.25
166.98
169.58
172.75
173.50
170.42
174.36
186.16
185.93
182.78
184.70
185.09
187.00
189.95
187.44
187.87
186.18
191.79
186.30
175.47
165.37
153.76
169.96
166.11
164.30
166.39
163.95
168.85
168.46
171.54
172.54
174.81
180.22
184.29
182.22
178.86
179.81
185.50
189.95
194.30
194.21
188.54
190.86
191.83
190.39
184.40
182.98
183.12
187.21
193.91
198.80
198.95
198.57
199.83
198.08
194.84
194.93
180.05
177.64
171.25
179.40
178.02
172.69
178.78
169.04
159.64
160.89
161.36
155.64
139.07
135.60
130.01
130.01
131.54
132.18
135.36
133.75
131.65
129.36
122.00
121.24
125.48
129.45
124.86
129.40
127.46
124.63
122.18
123.82
121.54
119.46
119.74
119.15
122.96
129.91
125.02
121.73
124.62
124.49
120.93
122.25
119.69
127.35
126.03
127.94
126.61
126.73
132.82
129.67
133.27
139.53
140.98
145.06
140.25
143.01
143.50
149.53
147.49
151.61
153.08
155.89
152.84
151.44
154.55
147.14
147.78
148.38
153.70
154.49
161.04
168.16
160.20
162.89
168.94
169.73
172.24
175.05
173.95
180.00
180.94
184.73
186.66
182.59
185.06
183.45
188.16
189.96
186.26
189.73
187.62
183.60
185.90
178.19
177.05
181.17
186.43
187.01
186.69
188.75
186.10
185.37
185.19
189.43
185.64
181.61
185.64
180.81
173.26
172.37
176.84
181.43
178.75
180.90
175.27
173.16
173.25
177.39
168.26
170.09
167.44
174.68
168.18
170.12
175.16
179.55
174.25
176.63
172.58
173.88
169.64
172.81
171.81
165.15
166.29
162.02
166.26
159.03
162.12
154.40
157.08
159.88
158.95
156.66
153.23
160.64
164.19
163.57
169.55
173.56
176.73
179.30
179.32
175.74
175.39
173.53
175.84
174.29
176.79
172.55
173.64
174.67
173.74
169.53
166.19
166.96
161.22
160.18
157.92
151.68
151.61
152.65
148.94
140.36
139.88
127.83
134.09
140.91
131.05
126.84
128.71
131.93
128.24
105.26
113.66
109.12
100.10
97.07
98.14
89.16
89.79
88.74
96.80
110.26
104.08
97.95
101.89
97.40
98.44
91.49
96.87
98.23
96.38
92.09
99.91
104.55
111.04
107.59
106.96
110.99
103.30
99.10
98.24
95.88
94.77
90.12
96.44
90.24
88.14
89.91
86.29
80.49
82.58
92.95
90.80
95.00
95.00
92.67
88.93
92.47
95.90
91.41
94.00
99.72
100.06
98.21
95.00
98.27
94.75
95.43
89.16
89.43
90.00
85.74
86.38
85.04
85.04
85.81
86.61
86.29
85.35
85.35
90.75
94.58
93.02
91.01
92.70
90.58
88.66
87.71
85.33
83.38
82.33
78.20
82.83
88.36
88.36
89.64
90.73
94.20
93.00
90.13
91.51
92.98
93.55
96.46
99.72
102.51
97.83
96.82
99.27
99.16
94.53
94.37
90.64
91.20
86.95
90.25
91.16
89.19
89.31
87.94
88.37
91.17
88.84
85.30
83.11
88.63
92.68
96.35
95.93
95.42
99.66
101.52
101.62
101.59
107.66
106.50
106.49
109.87
106.85
104.49
105.12
108.69
112.71
115.99
118.45
115.00
116.32
119.57
119.57
120.22
118.31
117.64
121.45
123.42
120.50
121.76
121.51
125.40
123.90
124.73
123.90
125.14
125.83
127.24
132.07
132.71
132.50
129.06
129.19
129.57
124.42
119.49
122.95
122.42
126.65
127.45
125.87
124.18
122.50
130.78
133.05
135.07
135.81
139.35
139.49
140.95
143.74
144.67
143.85
142.72
140.25
139.95
136.97
136.09
136.35
135.58
135.88
139.48
137.37
134.01
136.22
139.86
142.44
141.97
142.43
142.83
140.02
140.02
138.61
135.40
137.22
136.36
138.52
142.34
142.27
146.88
147.52
151.75
152.91
151.51
156.74
157.82
159.99
160.10
160.00
160.03
162.79
163.39
166.43
165.55
165.11
163.91
165.51
164.72
165.31
168.42
166.78
159.59
164.00
164.60
166.33
169.22
169.06
169.40
167.41
169.45
170.05
168.21
165.30
165.18
166.55
170.31
172.93
171.14
172.56
172.16
173.72
175.16
181.87
184.55
185.02
184.02
184.48
185.50
183.82
182.37
186.15
185.38
185.35
180.86
184.90
186.02
190.01
190.25
189.27
190.47
190.81
190.02
191.29
190.56
188.05
189.86
198.76
204.92
205.20
203.94
202.48
197.37
192.40
196.35
188.50
189.31
188.75
190.81
194.03
194.34
201.46
202.98
203.25
201.99
204.45
206.63
207.00
205.96
200.51
199.92
205.88
204.44
204.19
204.19
200.59
199.91
196.97
196.23
196.48
193.32
188.95
189.87
197.80
196.43
194.67
196.98
194.17
195.03
191.86
195.43
198.23
200.36
202.10
209.04
209.04
211.61
209.10
211.64
210.73
210.73
214.01
214.38
210.97
210.58
211.98
210.11
207.72
210.65
209.43
205.93
205.93
215.04
211.72
208.07
197.75
203.08
205.94
207.88
199.29
192.06
194.73
195.86
199.23
192.05
195.46
194.12
196.19
195.12
198.67
200.38
200.38
203.40
202.55
202.93
201.67
200.42
197.06
200.66
202.00
204.62
208.99
208.85
209.33
210.71
218.95
219.08
223.02
224.84
225.50
226.60
223.84
224.45
224.12
224.65
222.25
224.75
228.36
229.37
226.65
230.90
232.39
235.84
235.00
235.97
235.97
238.49
239.54
240.60
239.95
241.79
242.29
242.43
245.69
248.92
247.40
247.07
244.59
259.22
266.47
270.83
269.50
262.04
261.60
268.64
261.09
266.35
258.68
255.98
246.25
235.86
253.99
256.52
262.09
258.36
253.82
254.22
252.36
248.34
237.76
242.32
246.76
245.22
244.11
253.35
256.88
256.88
260.83
263.95
263.12
255.96
250.94
249.33
243.20
250.51
253.51
254.28
259.69
267.25
271.87
274.07
270.17
273.85
270.97
269.00
266.70
268.30
256.17
251.53
248.48
246.94
246.94
248.63
258.66
258.09
259.62
257.28
251.80
252.73
251.45
249.90
245.58
251.89
254.24
259.02
259.94
259.28
264.08
260.96
258.11
257.25
261.85
261.93
262.98
261.70
260.09
261.75
259.41
250.19
251.79
249.10
247.64
251.97
253.07
249.88
249.64
245.80
239.93
242.89
240.28
241.62
242.50
243.10
250.33
252.17
258.77
258.77
257.81
262.92
263.07
263.41
267.04
268.06
270.22
276.57
275.37
283.23
283.77
287.75
288.92
292.32
291.16
286.86
287.37
283.75
282.52
278.64
288.94
289.19
289.22
294.07
295.36
298.54
300.14
302.31
314.74
318.00
309.49
310.53
309.52
307.47
308.84
308.05
307.83
305.24
300.98
304.18
309.36
312.80
318.27
317.13
318.62
316.08
318.03
316.66
308.03
307.04
301.59
300.50
308.43
306.73
313.36
308.73
314.80
315.00
316.87
311.15
316.40
318.15
317.44
320.15
318.21
321.01
319.76
320.56
321.67
320.29
320.36
321.25
320.61
322.21
324.20
325.16
323.60
324.68
325.47
325.29
323.66
322.56
329.57
331.29
334.00
333.73
336.12
342.46
341.64
344.42
345.68
348.48
340.65
338.84
332.68
326.72
337.45
341.40
343.85
343.21
336.10
339.32
345.03
344.32
343.44
346.50
351.88
355.20
358.16
354.54
356.85
359.18
359.90
363.13
358.30
350.56
338.61
342.62
342.88
348.16
353.21
349.31
352.12
359.56
360.00
355.36
355.76
352.47
346.67
351.99
353.56
345.43
330.01
334.64
330.67
339.30
341.20
339.19
344.97
351.54
350.44
350.96
348.63
348.51
344.56
341.19
338.89
338.04
338.08
335.06
330.80
332.40
336.13
332.42
327.46
331.85
337.86
342.41
350.70
353.01
350.42
350.15
346.75
350.13
346.28
348.20
349.57
346.75
346.66
347.60
349.45
347.23
346.57
340.50
333.30
336.14
339.87
340.53
335.22
334.40
332.19
336.78
335.00
337.41
347.83
345.51
346.10
343.44
338.04
332.04
332.24
331.49
325.90
326.60
332.44
326.75
325.16
320.26
315.32
325.30
322.61
331.23
326.35
332.04
335.26
334.04
335.67
343.26
349.43
351.76
357.20
359.71
354.00
353.75
358.02
357.77
364.92
373.80
376.85
386.90
387.29
393.30
398.50
403.41
392.59
391.82
390.48
396.75
388.91
392.57
377.37
373.62
353.21
374.01
363.69
373.70
376.99
383.41
380.48
380.44
366.05
356.03
356.44
373.60
376.18
373.72
383.58
389.97
389.99
384.83
381.03
374.05
379.74
383.93
384.14
377.48
379.94
384.62
389.30
392.96
400.50
411.63
413.45
412.14
401.82
404.30
403.17
399.26
397.01
390.57
381.32
374.60
372.50
378.25
377.37
369.80
388.81
400.29
402.19
408.43
422.00
419.99
422.24
398.62
395.31
392.87
405.77
397.77
400.60
404.69
404.95
404.78
396.51
397.41
403.07
400.24
399.73
406.23
395.28
385.22
384.62
379.26
388.83
384.77
377.41
374.94
369.01
376.51
366.99
363.57
376.12
373.20
382.20
387.93
389.70
393.01
390.95
389.09
390.66
393.62
391.84
388.81
380.19
378.94
381.02
382.21
395.95
396.44
398.55
403.43
406.53
402.64
405.12
405.00
411.23
413.44
418.03
422.40
421.73
423.24
422.55
421.39
419.81
424.70
429.11
427.75
420.30
427.41
420.41
446.66
444.63
447.28
453.01
456.48
456.19
455.12
459.68
463.97
468.83
476.68
493.17
493.42
502.60
509.46
497.67
502.21
502.12
514.85
513.04
516.39
522.41
525.76
535.41
542.44
544.47
545.18
533.16
530.26
530.69
541.99
545.17
552.00
568.10
589.58
585.56
585.57
601.10
605.96
602.50
599.34
596.05
606.98
614.48
617.62
609.86
599.55
618.63
629.32
624.31
633.68
636.23
628.44
626.20
622.77
605.23
580.13
609.70
608.34
587.44
572.98
571.70
560.28
610.00
607.70
603.00
583.98
582.13
93.24
95.35
98.84
99.92
99.80
99.47
100.39
100.40
100.81
103.92
105.06
106.88
107.34
108.74
109.36
107.52
107.34
109.44
110.02
111.98
113.54
112.89
110.69
113.62
114.35
118.77
121.19
118.40
121.33
122.67
123.64
124.07
124.49
120.19
120.38
117.50
118.75
120.50
125.09
123.66
121.55
123.90
123.00
122.34
119.65
121.89
120.56
122.04
121.26
127.17
132.75
132.30
130.33
132.35
132.39
134.07
137.73
138.10
138.91
138.12
140.00
143.75
143.70
134.89
137.26
146.00
143.85
141.43
131.76
135.00
136.49
131.85
135.25
135.03
134.01
126.39
125.00
127.79
124.03
119.90
117.05
122.06
122.22
127.57
132.51
131.07
135.30
132.25
126.82
134.08
136.25
138.48
144.16
136.76
135.01
131.77
136.71
135.49
136.85
137.20
138.81
138.41
140.92
140.77
140.31
144.15
148.28
153.18
152.77
154.50
153.47
156.34
158.45
157.92
156.24
161.45
167.91
167.86
166.79
162.23
167.25
166.98
169.58
172.75
173.50
170.42
174.36
186.16
185.93
182.78
184.70
185.09
187.00
189.95
187.44
187.87
186.18
191.79
186.30
175.47
165.37
153.76
169.96
